full_name,age,birthday,birthday_GMT,league,season,position,Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Huddersfield Town,1994-09-29
Huddersfield Town,1995-09-26
Huddersfield Town,1996-01-14
Huddersfield Town,1996-03-08
Huddersfield Town,1996-06-11
Huddersfield Town,1996-07-05
Huddersfield Town,1996-11-28
Huddersfield Town,1997-01-23
Huddersfield Town,1997-08-07
Huddersfield Town,1997-12-19
Huddersfield Town,1998-10-13
Huddersfield Town,1999-12-11
Huddersfield Town,2000-09-07
Huddersfield Town,2001-03-10
Leicester City,1984-01-21
Leicester City,1986-04-07
Leicester City,1986-04-16
Leicester City,1986-11-05
Leicester City,1987-01-04
Leicester City,1987-01-11
Leicester City,1988-01-03
Leicester City,1988-01-16
Leicester City,1989-03-15
Leicester City,1989-11-18
Leicester City,1992-05-09
Leicester City,1992-06-23
Leicester City,1993-03-05
Leicester City,1993-06-22
Leicester City,1993-10-06
Leicester City,1994-12-21
Leicester City,1995-10-18
Leicester City,1996-05-23
Leicester City,1996-06-28
Leicester City,1996-10-03
Leicester City,1996-11-23
Leicester City,1996-12-16
Leicester City,1996-12-21
Leicester City,1997-05-07
Leicester City,1997-09-07
Leicester City,1997-10-01
Leicester City,1997-12-09
Liverpool,1986-01-04
Liverpool,1988-03-06
Liverpool,1988-05-10
Liverpool,1989-07-05
Liverpool,1989-09-01
Liverpool,1990-06-17
Liverpool,1990-11-11
Liverpool,1991-07-08
Liverpool,1991-08-08
Liverpool,1991-10-02
Liverpool,1991-10-10
Liverpool,1992-04-10
Liverpool,1992-06-15
Liverpool,1992-07-05
Liverpool,1992-10-02
Liverpool,1993-06-22
Liverpool,1993-08-15
Liverpool,1993-10-23
Liverpool,1994-03-11
Liverpool,1995-02-10
Liverpool,1995-04-18
Liverpool,1997-05-23
Liverpool,1998-10-07
Liverpool,2000-05-22
Liverpool,2001-01-30
Manchester City,1983-04-13
Manchester City,1985-05-04
Manchester City,1986-01-08
Manchester City,1986-04-10
Manchester City,1988-02-12
Manchester City,1988-06-02
Manchester City,1989-11-21
Manchester City,1990-05-28
Manchester City,1990-10-24
Manchester City,1991-02-21
Manchester City,1991-06-28
Manchester City,1991-07-15
Manchester City,1993-08-17
Manchester City,1994-05-27
Manchester City,1994-05-28
Manchester City,1994-07-17
Manchester City,1994-08-10
Manchester City,1994-12-08
Manchester City,1996-01-11
Manchester City,1996-12-15
Manchester City,1997-02-10
Manchester City,1997-04-03
Manchester City,1998-11-07
Manchester City,2000-05-28
Manchester United,1983-01-27
Manchester United,1985-07-09
Manchester United,1985-08-04
Manchester United,1987-02-22
Manchester United,1987-11-22
Manchester United,1988-04-28
Manchester United,1988-08-01
Manchester United,1988-12-19
Manchester United,1989-08-14
Manchester United,1989-11-22
Manchester United,1989-12-02
Manchester United,1990-03-20
Manchester United,1990-11-07
Manchester United,1992-02-21
Manchester United,1992-12-15
Manchester United,1993-03-05
Manchester United,1993-03-15
Manchester United,1993-05-13
Manchester United,1994-04-12
Manchester United,1994-07-17
Manchester United,1995-07-12
Manchester United,1995-12-05
Manchester United,1996-01-01
Manchester United,1996-12-08
Manchester United,1997-10-31
Manchester United,1999-03-18
Manchester United,1999-12-04
Manchester United,2000-08-31
Manchester United,2001-03-13
Manchester United,2001-10-01
Newcastle United,1987-06-14
Newcastle United,1989-01-15
Newcastle United,1989-01-24
Newcastle United,1989-02-21
Newcastle United,1989-09-10
Newcastle United,1989-09-16
Newcastle United,1989-09-26
Newcastle United,1990-03-27
Newcastle United,1990-10-08
Newcastle United,1991-05-20
Newcastle United,1991-09-26
Newcastle United,1991-12-20
Newcastle United,1992-01-10
Newcastle United,1992-02-27
Newcastle United,1992-07-15
Newcastle United,1993-07-09
Newcastle United,1993-07-29
Newcastle United,1993-11-11
Newcastle United,1994-02-10
Newcastle United,1994-05-05
Newcastle United,1995-02-24
Newcastle United,1995-03-18
Newcastle United,1995-03-22
Newcastle United,1995-11-21
Newcastle United,1996-02-08
Newcastle United,1997-03-04
Newcastle United,1997-04-14
Newcastle United,1997-10-30
Newcastle United,1999-11-03
Newcastle United,2000-02-27
Southampton,1985-01-01
Southampton,1987-01-22
Southampton,1988-03-17
Southampton,1988-08-24
Southampton,1989-07-05
Southampton,1989-08-05
Southampton,1989-12-03
Southampton,1991-08-31
Southampton,1991-09-24
Southampton,1991-11-26
Southampton,1992-03-30
Southampton,1992-07-23
Southampton,1992-08-03
Southampton,1993-09-01
Southampton,1994-01-27
Southampton,1994-03-06
Southampton,1994-03-06
Southampton,1994-08-04
Southampton,1994-11-01
Southampton,1995-08-05
Southampton,1995-09-15
Southampton,1995-09-18
Southampton,1996-01-22
Southampton,1996-04-12
Southampton,1997-03-28
Southampton,1997-10-07
Southampton,1998-11-03
Southampton,1999-02-08
Southampton,1999-02-22
Southampton,2000-07-06
Southampton,2000-10-10
Tottenham Hotspur,1983-10-20
Tottenham Hotspur,1985-02-26
Tottenham Hotspur,1986-12-26
Tottenham Hotspur,1987-04-24
Tottenham Hotspur,1987-07-16
Tottenham Hotspur,1989-03-02
Tottenham Hotspur,1989-08-16
Tottenham Hotspur,1990-07-02
Tottenham Hotspur,1990-09-19
Tottenham Hotspur,1991-06-25
Tottenham Hotspur,1992-01-02
Tottenham Hotspur,1992-02-14
Tottenham Hotspur,1992-03-04
Tottenham Hotspur,1992-07-08
Tottenham Hotspur,1992-08-13
Tottenham Hotspur,1992-12-24
Tottenham Hotspur,1993-04-24
Tottenham Hotspur,1993-07-28
Tottenham Hotspur,1994-01-15
Tottenham Hotspur,1994-06-15
Tottenham Hotspur,1995-02-13
Tottenham Hotspur,1996-02-02
Tottenham Hotspur,1996-04-11
Tottenham Hotspur,1996-06-12
Tottenham Hotspur,1997-02-23
Tottenham Hotspur,1997-04-13
Tottenham Hotspur,1998-01-12
Tottenham Hotspur,1998-10-02
Tottenham Hotspur,1998-11-05
Tottenham Hotspur,1998-11-09
Tottenham Hotspur,2000-01-29
Tottenham Hotspur,2000-09-16
Watford,1981-02-15
Watford,1983-04-03
Watford,1984-06-27
Watford,1985-07-17
Watford,1986-10-03
Watford,1987-06-21
Watford,1988-06-29
Watford,1988-07-11
Watford,1989-02-06
Watford,1989-07-22
Watford,1989-08-09
Watford,1989-08-12
Watford,1991-01-07
Watford,1991-02-02
Watford,1991-02-24
Watford,1991-06-26
Watford,1993-01-01
Watford,1993-09-30
Watford,1994-01-02
Watford,1994-03-13
Watford,1994-12-12
Watford,1995-04-17
Watford,1995-07-02
Watford,1996-01-07
Watford,1997-05-31
Watford,1999-11-04
Watford,1999-11-18
West Ham United,1985-01-16
West Ham United,1985-04-18
West Ham United,1986-02-06
West Ham United,1987-01-03
West Ham United,1987-05-08
West Ham United,1987-06-26
West Ham United,1987-09-07
West Ham United,1988-05-23
West Ham United,1988-06-01
West Ham United,1988-09-10
West Ham United,1989-01-06
West Ham United,1989-04-19
West Ham United,1989-10-23
West Ham United,1989-12-15
West Ham United,1990-03-28
West Ham United,1991-08-23
West Ham United,1992-01-01
West Ham United,1992-03-27
West Ham United,1992-10-10
West Ham United,1993-02-15
West Ham United,1993-04-15
West Ham United,1993-11-07
West Ham United,1997-01-09
West Ham United,1997-03-16
West Ham United,1998-04-19
West Ham United,1998-06-19
West Ham United,1998-10-30
West Ham United,1999-01-14
West Ham United,2000-01-24
West Ham United,2000-03-25
Wolverhampton Wanderers,1986-09-08
Wolverhampton Wanderers,1986-10-24
Wolverhampton Wanderers,1988-02-15
Wolverhampton Wanderers,1990-03-06
Wolverhampton Wanderers,1990-03-26
Wolverhampton Wanderers,1991-02-03
Wolverhampton Wanderers,1991-05-05
Wolverhampton Wanderers,1992-01-16
Wolverhampton Wanderers,1993-02-25
Wolverhampton Wanderers,1993-08-12
Wolverhampton Wanderers,1993-10-18
Wolverhampton Wanderers,1994-01-12
Wolverhampton Wanderers,1994-03-03
Wolverhampton Wanderers,1994-03-28
Wolverhampton Wanderers,1995-04-15
Wolverhampton Wanderers,1995-07-16
Wolverhampton Wanderers,1996-01-25
Wolverhampton Wanderers,1996-12-04
Wolverhampton Wanderers,1997-03-13
Wolverhampton Wanderers,1997-05-23
Wolverhampton Wanderers,1998-02-08
Wolverhampton Wanderers,1999-04-09
Wolverhampton Wanderers,1999-08-24
Wolverhampton Wanderers,2000-01-26
Wolverhampton Wanderers,2000-01-27
